"80"	"409"	"General Records of the Department of the Navy"	"Military-Navy"
"81"	"410"	"Records of the U.S. International Trade Commission"	""
"82"	"411"	"Records of the Federal Reserve System"	"Federal Reserve"
"83"	"412"	"Records of the Bureau of Agricultural Economics"	""
"84"	"413"	"Records of the Foreign Service Posts of the Department of State"	"DOS"
"85"	"414"	"Records of the Immigration and Naturalization Service"	""
"86"	"415"	"Records of the Women's Bureau"	""
"87"	"416"	"Records of the U.S. Secret Service"	""
"88"	"417"	"Records of the Food and Drug Administration"	"FDA"
"89"	"418"	"Records of the Federal Fuel Distributor"	""
"90"	"419"	"Records of the Public Health Service"	"PHS"
"91"	"420"	"Records of the Inland Waterways Corporation"	""
"92"	"421"	"Records of the Office of the Quartermaster General"	""
"93"	"422"	"War Department Collection of Revolutionary War Records ||"
"94"	"423"	"Records of the Adjutant General's Office"	""
"95"	"424"	"Records of the Forest Service"	""
"96"	"425"	"Records of the Farmers Home Administration"	""
"97"	"426"	"Records of the Bureau of Agricultural and Industrial Chemistry"	""
"98"	"427"	"Records of U.S. Army Commands"	""
"99"	"428"	"Records of the Office of the Paymaster General"	""
"100"	"429"	"Records of the Occupational Safety and Health Administration"	""
"101"	"430"	"Records of the Office of the Comptroller of the Currency"	""
"102"	"431"	"Records of the Children's Bureau"	""
"103"	"432"	"Records of the Farm Credit Administration"	""
"104"	"433"	"Records of the U.S. Mint"	""
"105"	"434"	"Records of the Bureau of Refugees, Freedmen, and Abandoned Lands"	""
"106"	"435"	"Records of the Smithsonian Institution"	"SI"
"107"	"436"	"Records of the Office of the Secretary of War"	""
"108"	"437"	"Records of the Headquarters of the Army"	""
"109"	"438"	"War Department Collection of Confederate Records"	"DOD"
"110"	"439"	"Records of the Provost Marshal General's Bureau (Civil War)"	""
"111"	"440"	"Records of the Office of the Chief Signal Officer"	"DOD"
"112"	"441"	"Records of the Office of the Surgeon General (Army)"	"DOD"
"113"	"442"	"Records of the Allied Purchasing Commission"	""
"114"	"443"	"Records of the Natural Resources Conservation Service"	"USDA-NRCS"
"115"	"444"	"Records of the Bureau of Reclamation"	"Interior-USBR"
"116"	"445"	"Records of the Administrative Office of the United States Courts"	""
"117"	"446"	"Records of the American Battle Monuments Commission"	""
"118"	"447"	"Records of U.S. Attorneys"	""
"119"	"448"	"Records of the National Youth Administration"	""
"120"	"449"	"Records of the American Expeditionary Forces (World War I)"	"DOD"
"121"	"450"	"Records of the Public Buildings Service"	""
"122"	"451"	"Records of the Federal Trade Commission"	"FTC"
"123"	"452"	"Records of the U.S. Court of Claims"	""
"124"	"453"	"Records of the Surplus Marketing Administration"	""
"125"	"454"	"Records of the Office of the Judge Advocate General (Navy)"	""
"126"	"455"	"Records of the Office of Territories"	""
"127"	"456"	"Records of the U.S. Marine Corps"	"Military-Marines"
"128"	"457"	"Records of Joint Committees of Congress"	"Congress"
"129"	"458"	"Records of the Bureau of Prisons"	""
"130"	"459"	"Records of the White House Office"	""
"131"	"460"	"Records of the Office of Alien Property"	""
"132"	"461"	"Records of the Rent Commission of the District of Columbia"	""
"133"	"462"	"Records of the Federal Coordinator of Transportation"	""
"134"	"463"	"Records of the Interstate Commerce Commission"	""
"135"	"464"	"Records of the Public Works Administration"	""
"136"	"465"	"Records of the Agricultural Marketing Service"	""
"137"	"466"	"Records of the Federal Supply Service"	""
"138"	"467"	"Records of the Federal Energy Regulatory Commission"	""
"139"	"468"	"Records of the Dominican Customs Receivership"	""
"140"	"469"	"Records of the Military Government of Cuba"	""
"141"	"470"	"Records of the Military Government of Veracruz"	""
"142"	"471"	"Records of the Tennessee Valley Authority"	"TVA"
"143"	"472"	"Records of the Bureau of Supplies and Accounts (Navy)"	""
"144"	"473"	"Records of the Temporary National Economic Committee"	""
"145"	"474"	"Records of the Farm Service Agency"	"FSA"
"146"	"475"	"Records of the U.S. Civil Service Commission"	""
"147"	"476"	"Records of the Selective Service System"	""
"148"	"477"	"Records of Commissions of the Legislative Branch"	""
"149"	"478"	"Records of the Government Printing Office"	"GPO"
"150"	"479"	"Records of the National Bituminous Coal Commission"	""
"151"	"480"	"Records of the Bureau of Foreign and Domestic Commerce"	""
"152"	"481"	"Records of the Bureau of Dairy Industry"	""
"153"	"482"	"Records of the Office of the Judge Advocate General (Army)"	""
"154"	"483"	"Records of the War Finance Corporation"	""
"155"	"484"	"Records of the Wage and Hour Division"	""
"156"	"485"	"Records of the Office of the Chief of Ordnance"	""
"157"	"486"	"Records of the Maritime Labor Board"	""
"158"	"487"	"Records of the Capital Issues Committee"	""
"159"	"488"	"Records of the Office of the Inspector General (Army)"	""
"160"	"489"	"Records of Headquarters Army Service Forces"	""
"161"	"490"	"Records of the Commodity Credit Corporation"	""
"162"	"491"	"General Records of the Federal Works Agency"	""
"163"	"492"	"Records of the Selective Service System (World War I)"	""
"164"	"493"	"Records of the Cooperative State Research Service"	""
"165"	"494"	"Records of the War Department General and Special Staffs"	"DOD"
"166"	"495"	"Records of the Foreign Agricultural Service"	""
"167"	"496"	"Records of the National Institute of Standards and Technology"	"NIST"
"168"	"497"	"Records of the National Guard Bureau"	""
"169"	"498"	"Records of the Foreign Economic Administration"	""
"170"	"499"	"Records of the Drug Enforcement Administration"	"DEA"
"171"	"500"	"Records of the Office of Civilian Defense"	""
"172"	"501"	"Records of the U.S. Commerce Court"	""
"173"	"502"	"Records of the Federal Communications Commission"	"FCC"
"174"	"503"	"General Records of the Department of Labor"	"DOL"
"175"	"504"	"Records of the Chemical Warfare Service"	""
"176"	"505"	"Records of the Bureau of Human Nutrition and Home Economics"	""
"177"	"506"	"Records of the Chiefs of Arms"	""
"178"	"507"	"Records of the U.S. Maritime Commission"	""
"179"	"508"	"Records of the War Production Board"	""
"180"	"509"	"Records of the Commodity Futures Trading Commission"	""
"181"	"510"	"Records of Naval Districts and Shore Establishments"	""
"182"	"511"	"Records of the War Trade Board"	""
"183"	"512"	"Records of the Office of Employment Security"	""
"184"	"513"	"Records of the Railroad Retirement Board"	""
"185"	"514"	"Records of the Panama Canal"	""
"186"	"515"	"Records of the Spanish Governors of Puerto Rico"	""
"187"	"516"	"Records of the National Resources Planning Board"	""
"188"	"517"	"Records of the Office of Price Administration"	""
"190"	"518"	"Records of the Bureau of War Risk Litigation"	""
"191"	"519"	"Records of the War Department Claims Board"	"DOD"
"192"	"520"	"Records of the Office of the Commissary General of Subsistence"	""
"193"	"521"	"Records of the Commissioner of Railroads"	""
"194"	"522"	"Records of the War Minerals Relief Commission"	""
"195"	"523"	"Records of the Federal Home Loan Bank Board"	""
"196"	"524"	"Records of the Public Housing Administration"	""
"197"	"525"	"Records of the Civil Aeronautics Board"	""
"198"	"526"	"Records of the Board of Investigation and Research-Transportation"	""
"199"	"527"	"Records of the Provisional Government of Cuba"	""
"200"	"18546274"	"National Archives Gift Collection"	""
"202"	"529"	"Records of the National War Labor Board (World War II)"	""
"203"	"530"	"Records of the Office of the Chief of Finance (Army)"	""
"204"	"531"	"Records of the Office of the Pardon Attorney"	""
"205"	"532"	"Records of the Court of Claims Section (Justice)"	""
"206"	"533"	"Records of the Solicitor of the Treasury"	""
"207"	"534"	"General Records of the Department of Housing and Urban Development"	""
"208"	"535"	"Records of the Office of War Information"	""
"209"	"536"	"Records of the Prison Industries Reorganization Administration"	""
"210"	"537"	"Records of the War Relocation Authority"	""
"211"	"538"	"Records of the War Manpower Commission"	""
"212"	"539"	"Records of the Committee for Congested Production Areas"	""
"213"	"540"	"Records of the Foreign Claims Section (War)"	""
"214"	"541"	"Records of the Office for Emergency Management"	""
"215"	"542"	"Records of the Office of Community War Services"	""
"216"	"543"	"Records of the Office of Censorship"	""
"217"	"544"	"Records of the Accounting Officers of the Department of the Treasury"	""
"218"	"545"	"Records of the U.S. Joint Chiefs of Staff"	""
"219"	"546"	"Records of the Office of Defense Transportation"	""
"220"	"547"	"Records of Temporary Committees, Commissions, and Boards"	""
"221"	"548"	"Records of the Rural Electrification Administration"	""
"222"	"549"	"Records of the Bituminous Coal Division"	""
"223"	"550"	"Records of the Office of the Bituminous Coal Consumers' Counsel"	""
"224"	"551"	"Records of the Office of Labor (War Food Administration)"	""
"225"	"552"	"Records of Joint Army and Navy Boards and Committees"	""
"226"	"553"	"Records of the Office of Strategic Services"	"OSS"
"227"	"554"	"Records of the Office of Scientific Research and Development"	""
"228"	"555"	"Records of the Committee on Fair Employment Practice"	""
"229"	"556"	"Records of the Office of Inter-American Affairs"	""
"230"	"557"	"Records of the U.S. War Ballot Commission"	""
"231"	"558"	"Records of the Armed Forces Retirement Home"	""
"232"	"559"	"Records of the Petroleum Administrative Board"	""
"233"	"560"	"Records of the U.S. House of Representatives"	"Congress"
"234"	"561"	"Records of the Reconstruction Finance Corporation"	""
"235"	"562"	"General Records of the Department of Health, Education, and Welfare"	""
"236"	"563"	"Records of the Wage Adjustment Board"	""
"237"	"564"	"Records of the Federal Aviation Administration"	"FAA"
"238"	"565"	"National Archives Collection of World War II War Crimes Records"	""
"239"	"566"	"Records of the American Commission for the Protection and Salvage of Artistic and Historic Monuments in War Areas"	""
"240"	"567"	"Records of the Smaller War Plants Corporation"	""
"241"	"568"	"Records of the Patent and Trademark Office"	""
"242"	"569"	"National Archives Collection of Foreign Records Seized"	""
"243"	"570"	"Records of the U.S. Strategic Bombing Survey"	""
"244"	"571"	"Records of the Retraining and Reemployment Administration"	""
"245"	"572"	"Records of the Solid Fuels Administration for War"	""
"246"	"573"	"Records of the Office of Contract Settlement"	""
"247"	"574"	"Records of the Office of the Chief of Chaplains"	""
"248"	"575"	"Records of the War Shipping Administration"	""
"249"	"576"	"Records of the Commissary General of Prisoners"	""
"250"	"577"	"Records of the Office of War Mobilization and Reconversion"	""
"251"	"578"	"Records of the Price Decontrol Board"	""
"252"	"579"	"Records of the Office of the Housing Expediter"	""
"253"	"580"	"Records of the Petroleum Administration for War"	""
"254"	"581"	"Records of the Shipbuilding Stabilization Committee"	""
"255"	"582"	"Records of the National Aeronautics and Space Administration"	"NASA"
"256"	"583"	"Records of the American Commission to Negotiate Peace"	""
"257"	"584"	"Records of the Bureau of Labor Statistics"	""
"258"	"585"	"Records of the Federal Crop Insurance Corporation"	""
"259"	"586"	"Records of the Board of War Communications"	""
"260"	"587"	"Records of U.S. Occupation Headquarters, World War II"	""
"261"	"588"	"Records of Former Russian Agencies"	""
"262"	"589"	"Records of the Foreign Broadcast Intelligence Service"	""
"263"	"590"	"Records of the Central Intelligence Agency"	"CIA"
"264"	"591"	"Records of the Commissions on Organization of the Executive Branch of the Government (Hoover Commissions)"	""
"265"	"592"	"Records of the Office of Foreign Assets Control"	""
"266"	"593"	"Records of the Securities and Exchange Commission"	""
"267"	"594"	"Records of the Supreme Court of the United States"	"SCOTUS"
"268"	"595"	"Records of the Philippine War Damage Commission"	""
"269"	"596"	"General Records of the General Services Administration"	"GSA"
"270"	"597"	"Records of the War Assets Administration"	""
"271"	"648283"	"Records of the Office of Workers' Compensation Programs"	""
"272"	"598"	"Records of the President's Commission on the Assassination of President Kennedy"	""
"273"	"599"	"Records of the National Security Council"	""
"274"	"600"	"Records of Presidential Inaugural Committees"	""
"275"	"601"	"Records of the Export-Import Bank of the United States"	""
"276"	"602"	"Records of the U.S. Courts of Appeals"	""
"277"	"603"	"Records of the National Production Authority"	""
"278"	"604"	"Records of the Displaced Persons Commission"	""
"279"	"605"	"Records of the Indian Claims Commission"	""
"280"	"606"	"Records of the Federal Mediation and Conciliation Service"	""
"284"	"607"	"Records of the Government of American Samoa"	""
"286"	"608"	"Records of the Agency for International Development"	""
"287"	"609"	"Publications of the U.S. Government"	""
"288"	"610"	"Records of the National Foundation on the Arts and the Humanities"	""
"289"	"6273953"	"Records of the Naval Intelligence Command"	""
"291"	"611"	"Records of the Federal Property Resources Service"	""
"292"	"561093"	"Records of the Administration for Children and Families"	""
"293"	"612"	"Records of the Wage and Salary Stabilization Boards of the Economic Stabilization Agency"	""
"294"	"613"	"Records of the Federal National Mortgage Association"	""
"295"	"614"	"Records of the Office of Price Stabilization"	""
"296"	"615"	"General Records of the Economic Stabilization Agency"	""
"297"	"616"	"Records of the Library of Congress"	""
"298"	"617"	"Records of the Office of Naval Research"	""
"299"	"5917932"	"Records of the Foreign Claims Settlement Commission of the United States"	""
"300"	"7267569"	"Records of the Bureau of Apprenticeship and Training"	""
"302"	"618"	"Records of the National Capital Housing Authority"	""
"303"	"619"	"Records of the National Council on Marine Resources and Engineering Development"	""
"304"	"620"	"Records of the Office of Civil and Defense Mobilization"	""
"305"	"621"	"Records of the Bonneville Power Administration"	""
"306"	"622"	"Records of the U.S. Information Agency"	"USIA"
"307"	"623"	"Records of the National Science Foundation"	"NSF"
"308"	"624"	"Records of the U.S. Tax Court"	""
"309"	"625"	"Records of the Small Business Administration"	""
"310"	"626"	"Records of the Agricultural Research Service"	""
"311"	"627"	"Records of the Federal Emergency Management Agency"	"FEMA"
"312"	"23651551"	"Records of the Petroleum Administration for Defense"	""
"313"	"628"	"Records of Naval Operating Forces"	""
"314"	"629"	"Records of the Agricultural Cooperative Service"	""
"315"	"630"	"Records of Interagency Committees and Councils Coordinating Water Use Programs"	""
"317"	"631"	"Records of the Labor-Management Services Administration"	""
"318"	"632"	"Records of the Bureau of Engraving and Printing"	""
"319"	"633"	"Records of the Army Staff"	""
"320"	"634"	"Records of the Office of Minerals Exploration"	""
"321"	"635"	"Records of the U.S. Court of International Trade"	""
"322"	"636"	"Records of The Alaska Railroad"	""
"323"	"637"	"Records of the Puerto Rico Reconstruction Administration"	""
"324"	"638"	"Records of the Board on Geographic Names"	""
"325"	"639"	"Records of the Committee on Government Contract Compliance"	""
"326"	"640"	"Records of the Atomic Energy Commission"	""
"327"	"641"	"Records of the Defense Electric Power Administration"	""
"328"	"642"	"Records of the National Capital Planning Commission"	""
"330"	"643"	"Records of the Office of the Secretary of Defense"	""
"331"	"644"	"Records of Allied Operational and Occupation Headquarters, World War II"	""
"332"	"645"	"Records of U.S. Theaters of War, World War II"	""
"333"	"646"	"Records of International Military Agencies"	""
"334"	"647"	"Records of Interservice Agencies"	""
"335"	"648"	"Records of the Office of the Secretary of the Army"	""
"336"	"649"	"Records of the Office of the Chief of Transportation"	""
"337"	"650"	"Records of Headquarters Army Ground Forces"	""
"338"	"651"	"Records of U.S. Army Operational, Tactical, and Support Organizations (World War II and Thereafter)"	""
"339"	"6036771"	"Records of the Federal Election Commission"	"FEC"
"340"	"652"	"Records of the Office of the Secretary of the Air Force"	""
"341"	"653"	"Records of Headquarters U.S. Air Force (Air Staff)"	""
"342"	"654"	"Records of U.S. Air Force Commands, Activities, and Organizations"	""
"343"	"655"	"Records of the Naval Air Systems Command"	""
"344"	"559874"	"Records of the Naval Ship Systems Command"	""
"345"	"656"	"Records of the Naval Electronic Systems Command"	""
"347"	"2554855"	"Records of the Naval Supply Systems Command"	""
"349"	"657"	"Records of Joint Commands"	""
"350"	"658"	"Records of the Bureau of Insular Affairs"	""
"351"	"659"	"Records of the Government of the District of Columbia"	""
"352"	"660"	"Records of the Information Resources Management Service"	""
"353"	"661"	"Records of Interdepartmental and Intradepartmental Committees (State Department)"	""
"354"	"662"	"Records of the Economic Research Service"	""
"355"	"663"	"Records of the National Agricultural Statistics Service"	""
"357"	"664"	"Records of the Maritime Administration"	""
"358"	"665"	"Records of the Federal Maritime Commission"	""
"359"	"666"	"Records of the Office of Science and Technology Policy"	"OSTP"
"360"	"667"	"Records of the Continental and Confederation Congresses and the Constitutional Convention"	""
"361"	"638536"	"Records of the Defense Logistics Agency"	""
"362"	"668"	"Records of the Corporation for National and Community Service"	""
"363"	"669"	"Records of the Social and Rehabilitation Service"	""
"364"	"670"	"Records of the Office of the U.S. Trade Representative"	"USTR"
"365"	"671"	"Treasury Department Collection of Confederate Records"	""
"366"	"672"	"Records of Civil War Special Agencies of the Treasury Department"	""
"368"	"673"	"Records of the Heritage Conservation and Recreation Service"	""
"369"	"674"	"Records of the Employment and Training Administration"	""
"370"	"675"	"Records of the National Oceanic and Atmospheric Administration"	"NOAA"
"371"	"676"	"Records of the Defense Information Systems Agency"	""
"372"	"6036664"	"Records of the Defense Contract Audit Agency"	""
"373"	"677"	"Records of the Defense Intelligence Agency"	"Military-DIA"
"374"	"678"	"Records of the Defense Threat Reduction Agency"	""
"375"	"679"	"Records of the Bureau of Economic Analysis"	""
"377"	"680"	"Records of the U.S. Travel and Tourism Administration"	""
"378"	"681"	"Records of the Economic Development Administration"	""
"379"	"6708773"	"Records of the Community Relations Service "	""
"380"	"682"	"Records of the Office of Saline Water"	""
"381"	"683"	"Records of the Community Services Administration"	""
"382"	"684"	"Records of the Federal Water Pollution Control Administration"	""
"383"	"685"	"Records of the U.S. Arms Control and Disarmament Agency"	""
"384"	"23812473"	"Records of the Chief of Naval Material"	""
"385"	"686"	"Records of the Naval Facilities Engineering Command"	""
"386"	"12044142"	"Records of the Employees' Compensation Appeals Board  "	""
"387"	"687"	"Records of the Southwestern Power Administration"	""
"389"	"688"	"Records of the Office of the Provost Marshal General"	""
"391"	"689"	"Records of U.S. Regular Army Mobile Units"	""
"392"	"690"	"Records of U.S. Army Coast Artillery Districts and Defenses"	""
"393"	"691"	"Records of U.S. Army Continental Commands"	""
"394"	"692"	"Records of U.S. Army Continental Commands"	""
"395"	"693"	"Records of U.S. Army Overseas Operations and Commands"	""
"396"	"694"	"Records of the Office of Emergency Preparedness"	""
"397"	"695"	"Records of the Defense Civil Preparedness Agency"	""
"398"	"696"	"General Records of the Department of Transportation"	"DOT"
"399"	"697"	"Records of the Federal Railroad Administration"	""
"401"	"698"	"National Archives Gift Collection of Materials Relating to Polar Regions"	""
"402"	"567563"	"Records of the Bureau of Naval Weapons"	""
"403"	"699"	"Records of the Equal Employment Opportunity Commission"	"EEOC"
"404"	"700"	"Records of the U.S. Military Academy"	""
"405"	"701"	"Records of the U.S. Naval Academy"	""
"406"	"702"	"Records of the Federal Highway Administration"	""
"407"	"703"	"Records of the Adjutant General's Office"	""
"408"	"704"	"Records of the Federal Transit Administration"	""
"409"	"705"	"Records of the Public Land Law Review Commission"	""
"410"	"706"	"Records of the Office of the Chief of Support Services"	""
"411"	"707"	"Records of the Government Accountability Office"	"GAO"
"412"	"708"	"Records of the Environmental Protection Agency"	"EPA"
"413"	"23829698"	"Records of the National Credit Union Administration"	""
"414"	"709"	"Records of Regional Committees, Commissions, and Boards"	""
"415"	"18538643"	"Records of the Office of Oil and Gas"	""
"416"	"710"	"Records of the National Highway Traffic Safety Administration"	""
"417"	"711"	"Records of the National Telecommunications and Information Administration"	""
"418"	"712"	"Records of St. Elizabeths Hospital"	""
"419"	"713"	"Records of the National Institute of Education"	""
"420"	"6036306"	"Records of the Overseas Private Investment Corporation"	""
"422"	"596297"	"Records of the National Technical Information Service"	""
"423"	"714"	"Records of the Law Enforcement Assistance Administration"	""
"424"	"715"	"Records of the Consumer Product Safety Commission"	""
"425"	"18538640"	"Records of the Financial Management Service"	""
"426"	"25465608"	"Records of the Office of Foreign Direct Investments"	""
"427"	"716"	"Records of the Minority Business Development Agency"	""
"428"	"717"	"General Records of the Department of the Navy"	""
"429"	"718"	"Records of Organizations in the Executive Office of the President"	""
"430"	"719"	"Records of the Energy Research and Development Administration"	""
"431"	"720"	"Records of the Nuclear Regulatory Commission"	"NRC"
"432"	"721"	"Records of the Economic Stabilization Programs"	""
"433"	"563187"	"Records of the Mine Safety and Health Administration"	""
"434"	"722"	"General Records of the Department of Energy"	"DOE"
"435"	"723"	"Records of the Indian Arts and Crafts Board"	""
"436"	"560342"	"Records of the Bureau of Alcohol, Tobacco, Firearms, and Explosives"	""
"437"	"724"	"Records of the National Fire Prevention and Control Administration"	""
"438"	"7367417"	"Records of the U.S. Parole Commission"	""
"439"	"725"	"Records of the Administration on Aging"	""
"440"	"559456"	"Records of the Centers for Medicare & Medicaid Services"	""
"441"	"726"	"General Records of the Department of Education"	"ED"
"442"	"727"	"Records of the Centers for Disease Control and Prevention"	"HHS-CDC"
"443"	"728"	"Records of the National Institutes of Health"	"HHS-NIH"
"444"	"643790"	"Records of the Office of Technology Assessment"	""
"445"	"733812"	"Records of the Rural Development Administration"	""
"446"	"27485636"	"Records of the Defense Security Service"	""
"447"	"840261"	"Records of the Alaska Power Administration"	""
"448"	"729"	"General Records of the Employment Standards Administration"	""
"449"	"730"	"Records of Independent Counsels"	""
"451"	"7388530"	"Records of the Administrative Conference of the United States"	""
"452"	"731"	"Records of the American Revolution Bicentennial Administration"	""
"453"	"732"	"Records of the United States Commission on Civil Rights"	""
"454"	"23812477"	"Records of the Inter-American Foundation"	""
"455"	"17331660"	"Records of the Occupational Safety and Health Review Commission"	"HHS-NIOSH"
"456"	"733"	"Records of the Defense Mapping Agency"	""
"457"	"734"	"Records of the National Security Agency/Central Security Service"	""
"458"	"7348365"	"Records of the Postal Rate Commission"	""
"459"	"735"	"Records of the Council of Economic Advisers"	""
"460"	"736"	"Records of the Watergate Special Prosecution Force"	""
"461"	"569278"	"Records of the U.S. Air Force Academy"	""
"462"	"737"	"Records of the Food and Nutrition Service"	""
"463"	"738"	"Records of the Animal and Plant Health Inspection Service"	""
"464"	"739"	"Records of the U.S. Railway Association"	""
"465"	"6922008"	"Records of the Pension Benefit Guaranty Corporation"	""
"466"	"740"	"Records of the U.S. High Commissioner for Germany"	""
"467"	"741"	"Records of the Research and Innovative Technology Administration (Transportation)"	""
"468"	"742"	"General Records of the Department of Health and Human Services"	"HHS"
"469"	"743"	"Records of U.S. Foreign Assistance Agencies"	""
"470"	"18538642"	"Records of the Federal Mine Safety and Health Review Commission"	""
"471"	"744"	"Records of the Office of Surface Mining Reclamation and Enforcement"	""
"472"	"745"	"Records of the U.S. Forces in Southeast Asia"	""
"473"	"6037593"	"Records of the Bureau of Safety and Environmental Enforcement"	""
"474"	"23857460"	"Records of the Federal Retirement Thrift Investment Board"	""
"476"	"746"	"Records of the Bureau of Export Administration"	""
"478"	"747"	"Records of the Office of Personnel Management"	""
"479"	"748"	"Records of the Merit Systems Protection Board"	""
"480"	"27485637"	"Records of the Federal Labor Relations Authority"	""
"482"	"749"	"Records of the Judicial Panel on Multidistrict Litigation"	""
"483"	"596229"	"Records of the Office of Thrift Supervision"	""
"485"	"12013687"	"Records of the Federal Housing Finance Board"	""
"486"	"22345815"	" Records of the U.S. Trade and Development Agency"	""
"487"	"562658"	"Records of the African Development Foundation"	""
"488"	"750"	"Records of the U.S. Postal Service"	""
"489"	"751"	"Records of the International Trade Administration"	""
"490"	"752"	"Records of the Peace Corps"	""
"492"	"559457"	"Records of Mediterranean Theater of Operations, United States Army"	"DOD"
"493"	"559459"	"Records of U.S. Army Forces in the China-Burma-India Theaters of Operations"	"DOD"
"494"	"559460"	"Records of U.S. Army Forces in the Middle Pacific (World War II)"	"DOD"
"495"	"559461"	"Records of Headquarters, United States Army Forces, Western Pacific (World War II)"	"DOD"
"496"	"559462"	"Records of General Headquarters, Southwest Pacific Area and United States Army Forces, Pacific (World War II)"	"DOD"
"497"	"753"	"Records of the Africa-Middle East Theater of Operations (World War II Army)"	"DOD"
"498"	"559463"	"Records of Headquarters, European Theater of Operations, United States Army (World War II)"	"DOD"
"499"	"559464"	"Records of U.S. Army Defense Commands (World War II)"	"DOD"
